"DSDATA","SOMEID","ORDER","RECOMMENDATIONOFFERID"
"","37765371","11","37764784"
"","37765371","12","37764787"
"","37765371","13","37764804"
"","37765371","14","37764792"
"","37765371","15","37764769"
"","37765371","16","37764806"
"","37765371","17","37764803"
"","37765371","18","37764756"
"","37765371","19","37764758"
"","37765371","20","37764775"
"","37765371","21","37764797"
"","37765371","22","37764809"
"","37765371","23","37764789"
"","37765371","24","37764782"
"","37765371","25","37764768"
"","37765371","26","37764781"
"","37765371","27","37764766"
"","37765371","28","37764802"
"","37765371","29","37764780"
"","37765372","0","37765593"
"","37765372","1","37764785"
"","37765372","2","37764771"
"","37765372","3","37764770"
"","37765372","4","37764786"
"","37765372","5","37764772"
"","37765372","6","37764805"
"","37765372","7","37764796"
"","37765372","8","37764794"
"","37765372","9","37764774"
"","37765372","10","37764773"
"","37765372","11","37764784"
"","37765372","12","37764787"
"","37765372","13","37764804"
"","37765372","14","37764792"
"","37765372","15","37764769"
"","37765372","16","37764806"
"","37765372","17","37764803"
"","37765372","18","37764756"
"","37765372","19","37764758"
"","37765372","20","37764775"
"","37765372","21","37764797"
"","37765372","22","37764809"
"","37765372","23","37764789"
"","37765372","24","37764782"
"","37765372","25","37764768"
"","37765372","26","37764781"
"","37765372","27","37764766"
"","37765372","28","37764802"
"","37765372","29","37764780"
"","37765373","0","37765593"
"","37765373","1","37764785"
"","37765373","2","37764771"
"","37765373","3","37764770"
"","37765373","4","37764786"
"","37765373","5","37764772"
"","37765373","6","37764805"
"","37765373","7","37764796"
"","37765373","8","37764794"
"","37765373","9","37764774"
"","37765373","10","37764773"
"","37765373","11","37764784"
"","37765373","12","37764787"
"","37765373","13","37764804"
"","37765373","14","37764792"
"","37765373","15","37764769"
"","37765373","16","37764806"
"","37765373","17","37764803"
"","37765373","18","37764756"
"","37765373","19","37764758"
"","37765373","20","37764775"
"","37765373","21","37764797"
"","37765373","22","37764809"
"","37765373","23","37764789"
"","37765373","24","37764782"
"","37765373","25","37764768"
"","37765373","26","37764781"
"","37765373","27","37764766"
"","37765373","28","37764802"
"","37765373","29","37764780"
"","37765374","0","37765593"
"","37765374","1","37764785"
"","37765374","2","37764771"
"","37765374","3","37764770"
"","37765374","4","37764786"
"","37765374","5","37764772"
"","37765374","6","37764805"
"","37765374","7","37764796"
"","37765374","8","37764794"
"","37765374","9","37764774"
"","37765374","10","37764773"
"","37765374","11","37764784"
"","37765374","12","37764787"
"","37765374","13","37764804"
"","37765374","14","37764792"
"","37765374","15","37764769"
"","37765374","16","37764806"
"","37765374","17","37764803"
"","37765374","18","37764756"
"","37765374","19","37764758"
"","37765374","20","37764775"
"","37765374","21","37764797"
"","37765374","22","37764809"
"","37765374","23","37764789"
"","37765374","24","37764782"
"","37765374","25","37764768"
"","37765374","26","37764781"
"","37765374","27","37764766"
"","37765374","28","37764802"
"","37765374","29","37764780"
"","37765375","0","37765593"
"","37765375","1","37764785"
"","37765375","2","37764771"
"","37765375","3","37764770"
"","37765375","4","37764786"
"","37765375","5","37764772"
"","37765375","6","37764805"
"","37765375","7","37764796"
"","37765375","8","37764794"
"","37765375","9","37764774"
"","37765375","10","37764773"
"","37765375","11","37764784"
"","37765375","12","37764787"
"","37765375","13","37764804"
"","37765375","14","37764792"
"","37765375","15","37764769"
"","37765375","16","37764806"
"","37765375","17","37764803"
"","37765375","18","37764756"
"","37765375","19","37764758"
"","37765375","20","37764775"
"","37765375","21","37764797"
"","37765375","22","37764809"
"","37765375","23","37764789"
"","37765375","24","37764782"
"","37765375","25","37764768"
"","37765375","26","37764781"
"","37765375","27","37764766"
"","37765375","28","37764802"
"","37765375","29","37764780"
"","37765376","0","37765593"
"","37765376","1","37764785"
"","37765376","2","37764771"
"","37765376","3","37764770"
"","37765376","4","37764786"
"","37765376","5","37764772"
"","37765376","6","37764805"
"","37765376","7","37764796"
"","37765376","8","37764794"
"","37765376","9","37764774"
"","37765376","10","37764773"
"","37765376","11","37764784"
"","37765376","12","37764787"
"","37765376","13","37764804"
"","37765376","14","37764792"
"","37765376","15","37764769"
"","37765376","16","37764806"
"","37765376","17","37764803"
"","37765376","18","37764756"
"","37765376","19","37764758"
"","37765376","20","37764775"
"","37765376","21","37764797"
"","37765376","22","37764809"
"","37765376","23","37764789"
"","37765376","24","37764782"
"","37765376","25","37764768"
"","37765376","26","37764781"
"","37765376","27","37764766"
"","37765376","28","37764802"
"","37765376","29","37764780"
"","37765377","0","37765593"
"","37765377","1","37764785"
"","37765377","2","37764771"
"","37765377","3","37764770"
"","37765377","4","37764786"
"","37765377","5","37764772"
"","37765377","6","37764805"
"","37765377","7","37764796"
"","37765377","8","37764794"
"","37765377","9","37764774"
"","37765377","10","37764773"
"","37765377","11","37764784"
"","37765377","12","37764787"
"","37765377","13","37764804"
"","37765377","14","37764792"
"","37765377","15","37764769"
"","37765377","16","37764806"
"","37765377","17","37764803"
"","37765377","18","37764756"
"","37765377","19","37764758"
"","37765377","20","37764775"
"","37765377","21","37764797"
"","37765377","22","37764809"
"","37765377","23","37764789"
"","37765377","24","37764782"
"","37765377","25","37764768"
"","37765377","26","37764781"
"","37765377","27","37764766"
"","37765377","28","37764802"
"","37765377","29","37764780"
"","37765378","0","37765593"
"","37765378","1","37764785"
"","37765378","2","37764771"
"","37765378","3","37764770"
"","37765378","4","37764786"
"","37765378","5","37764772"
"","37765378","6","37764805"
"","37765378","7","37764796"
"","37765378","8","37764794"
"","37765378","9","37764774"
"","37765378","10","37764773"
"","37765378","11","37764784"
"","37765378","12","37764787"
"","37765378","13","37764804"
"","37765378","14","37764792"
"","37765378","15","37764769"
"","37765378","16","37764806"
"","37765378","17","37764803"
"","37765378","18","37764756"
"","37765378","19","37764758"
"","37765378","20","37764775"
"","37765378","21","37764797"
"","37765378","22","37764809"
"","37765378","23","37764789"
"","37765378","24","37764782"
"","37765378","25","37764768"
"","37765378","26","37764781"
"","37765378","27","37764766"
"","37765378","28","37764802"
"","37765378","29","37764780"
"","37765379","0","37765593"
"","37765379","1","37764785"
"","37765379","2","37764771"
"","37765379","3","37764770"
"","37765379","4","37764786"
"","37765379","5","37764772"
"","37765379","6","37764805"
"","37765379","7","37764796"
"","37765379","8","37764794"
"","37765379","9","37764774"
"","37765379","10","37764773"
"","37765379","11","37764784"
"","37765379","12","37764787"
"","37765379","13","37764804"
"","37765379","14","37764792"
"","37765379","15","37764769"
"","37765379","16","37764806"
"","37765379","17","37764803"
"","37765379","18","37764756"
"","37765379","19","37764758"
"","37765379","20","37764775"
"","37765379","21","37764797"
"","37765379","22","37764809"
"","37765379","23","37764789"
"","37765379","24","37764782"
"","37765379","25","37764768"
"","37765379","26","37764781"
"","37765379","27","37764766"
"","37765379","28","37764802"
"","37765379","29","37764780"
"","37765380","0","37765593"
"","37765380","1","37764785"
"","37765380","2","37764771"
"","37765380","3","37764770"
"","37765380","4","37764786"
"","37765380","5","37764772"
"","37765380","6","37764805"
"","37765380","7","37764796"
"","37765380","8","37764794"
"","37765380","9","37764774"
"","37765380","10","37764773"
"","37765380","11","37764784"
"","37765380","12","37764787"
"","37765380","13","37764804"
"","37765380","14","37764792"
"","37765380","15","37764769"
"","37765380","16","37764806"
"","37765380","17","37764803"
"","37765380","18","37764756"
"","37765380","19","37764758"
"","37765380","20","37764775"
"","37765380","21","37764797"
"","37765380","22","37764809"
"","37765380","23","37764789"
"","37765380","24","37764782"
"","37765380","25","37764768"
"","37765380","26","37764781"
"","37765380","27","37764766"
"","37765380","28","37764802"
"","37765380","29","37764780"
"","37765381","0","37765593"
"","37765381","1","37764785"
"","37765381","2","37764771"
"","37765381","3","37764770"
"","37765381","4","37764786"
"","37765381","5","37764772"
"","37765381","6","37764805"
"","37765381","7","37764796"
"","37765381","8","37764794"
"","37765381","9","37764774"
"","37765381","10","37764773"
"","37765381","11","37764784"
"","37765381","12","37764787"
"","37765381","13","37764804"
"","37765381","14","37764792"
"","37765381","15","37764769"
"","37765381","16","37764806"
"","37765381","17","37764803"
"","37765381","18","37764756"
"","37765381","19","37764758"
"","37765381","20","37764775"
"","37765381","21","37764797"
"","37765381","22","37764809"
"","37765381","23","37764789"
"","37765381","24","37764782"
"","37765381","25","37764768"
"","37765381","26","37764781"
"","37765381","27","37764766"
"","37765381","28","37764802"
"","37765381","29","37764780"
"","37765382","0","37765593"
"","37765382","1","37764785"
"","37765382","2","37764771"
"","37765382","3","37764770"
"","37765382","4","37764786"
"","37765382","5","37764772"
"","37765382","6","37764805"
"","37765382","7","37764796"
"","37765382","8","37764794"
"","37765382","9","37764774"
"","37765382","10","37764773"
"","37765382","11","37764784"
"","37765382","12","37764787"
"","37765382","13","37764804"
"","37765382","14","37764792"
"","37765382","15","37764769"
"","37765382","16","37764806"
"","37765382","17","37764803"
"","37765382","18","37764756"
"","37765382","19","37764758"
"","37765382","20","37764775"
"","37765382","21","37764797"
"","37765382","22","37764809"
"","37765382","23","37764789"
"","37765382","24","37764782"
"","37765382","25","37764768"
"","37765382","26","37764781"
"","37765382","27","37764766"
"","37765382","28","37764802"
"","37765382","29","37764780"
"","37765383","0","37765593"
"","37765383","1","37764785"
"","37765383","2","37764771"
"","37765383","3","37764770"
"","37765383","4","37764786"
"","37765383","5","37764772"
"","37765383","6","37764805"
"","37765383","7","37764796"
"","37765383","8","37764794"
"","37765383","9","37764774"
"","37765383","10","37764773"
"","37765383","11","37764784"
"","37765383","12","37764787"
"","37765383","13","37764804"
"","37765383","14","37764792"
"","37765383","15","37764769"
"","37765383","16","37764806"
"","37765383","17","37764803"
"","37765383","18","37764756"
"","37765383","19","37764758"
"","37765383","20","37764775"
"","37765383","21","37764797"
"","37765383","22","37764809"
"","37765383","23","37764789"
"","37765383","24","37764782"
"","37765383","25","37764768"
"","37765383","26","37764781"
"","37765383","27","37764766"
"","37765383","28","37764802"
"","37765383","29","37764780"
"","37765384","0","37765593"
"","37765384","1","37764785"
"","37765384","2","37764771"
"","37765384","3","37764770"
"","37765384","4","37764786"
"","37765384","5","37764772"
"","37765384","6","37764805"
"","37765384","7","37764796"
"","37765384","8","37764794"
"","37765384","9","37764774"
"","37765384","10","37764773"
"","37765384","11","37764784"
"","37765384","12","37764787"
"","37765384","13","37764804"
"","37765384","14","37764792"
"","37765384","15","37764769"
"","37765384","16","37764806"
"","37765384","17","37764803"
"","37765384","18","37764756"
"","37765384","19","37764758"
"","37765384","20","37764775"
"","37765384","21","37764797"
"","37765384","22","37764809"
"","37765384","23","37764789"
"","37765384","24","37764782"
"","37765384","25","37764768"
"","37765384","26","37764781"
"","37765384","27","37764766"
"","37765384","28","37764802"
"","37765384","29","37764780"
"","37765385","0","37765593"
"","37765385","1","37764785"
"","37765385","2","37764771"
"","37765385","3","37764770"
"","37765385","4","37764786"
"","37765385","5","37764772"
"","37765385","6","37764805"
"","37765385","7","37764796"
"","37765385","8","37764794"
"","37765385","9","37764774"
"","37765385","10","37764773"
"","37765385","11","37764784"
"","37765385","12","37764787"
"","37765385","13","37764804"
"","37765385","14","37764792"
"","37765385","15","37764769"
"","37765385","16","37764806"
"","37765385","17","37764803"
"","37765385","18","37764756"
"","37765385","19","37764758"
"","37765385","20","37764775"
"","37765385","21","37764797"
"","37765385","22","37764809"
"","37765385","23","37764789"
"","37765385","24","37764782"
"","37765385","25","37764768"
"","37765385","26","37764781"
"","37765385","27","37764766"
"","37765385","28","37764802"
"","37765385","29","37764780"
"","37765386","0","37765593"
"","37765386","1","37764785"
"","37765386","2","37764771"
"","37765386","3","37764770"
"","37765386","4","37764786"
"","37765386","5","37764772"
"","37765386","6","37764805"
"","37765386","7","37764796"
"","37765386","8","37764794"
"","37765386","9","37764774"
"","37765386","10","37764773"
"","37765386","11","37764784"
"","37765386","12","37764787"
"","37765386","13","37764804"
"","37765386","14","37764792"
"","37765386","15","37764769"
"","37765386","16","37764806"
"","37765386","17","37764803"
"","37765386","18","37764756"
"","37765386","19","37764758"
"","37765386","20","37764775"
"","37765386","21","37764797"
"","37765386","22","37764809"
"","37765386","23","37764789"
"","37765386","24","37764782"
"","37765386","25","37764768"
"","37765386","26","37764781"
"","37765386","27","37764766"
"","37765386","28","37764802"
"","37765386","29","37764780"
"","37765387","0","37765593"
"","37765387","1","37764785"
"","37765387","2","37764771"
"","37765387","3","37764770"
"","37765387","4","37764786"
"","37765387","5","37764772"
"","37765387","6","37764805"
"","37765387","7","37764796"
"","37765387","8","37764794"
"","37765387","9","37764774"
"","37765387","10","37764773"
"","37765387","11","37764784"
"","37765387","12","37764787"
"","37765387","13","37764804"
"","37765387","14","37764792"
"","37765387","15","37764769"
"","37765387","16","37764806"
"","37765387","17","37764803"
"","37765387","18","37764756"
"","37765387","19","37764758"
"","37765387","20","37764775"
"","37765387","21","37764797"
"","37765387","22","37764809"
"","37765387","23","37764789"
"","37765387","24","37764782"
"","37765387","25","37764768"
"","37765387","26","37764781"
"","37765387","27","37764766"
"","37765387","28","37764802"
"","37765387","29","37764780"
"","37765388","0","37765593"
"","37765388","1","37764785"
"","37765388","2","37764771"
"","37765388","3","37764770"
"","37765388","4","37764786"
"","37765388","5","37764772"
"","37765388","6","37764805"
"","37765388","7","37764796"
"","37765388","8","37764794"
"","37765388","9","37764774"
"","37765388","10","37764773"
"","37765388","11","37764784"
"","37765388","12","37764787"
"","37765388","13","37764804"
"","37765388","14","37764792"
"","37765388","15","37764769"
"","37765388","16","37764806"
"","37765388","17","37764803"
"","37765388","18","37764756"
"","37765388","19","37764758"
"","37765388","20","37764775"
"","37765388","21","37764797"
"","37765388","22","37764809"
"","37765388","23","37764789"
"","37765388","24","37764782"
"","37765388","25","37764768"
"","37765388","26","37764781"
"","37765388","27","37764766"
"","37765388","28","37764802"
"","37765388","29","37764780"
"","37765389","0","37765593"
"","37765389","1","37764785"
"","37765389","2","37764771"
"","37765389","3","37764770"
"","37765389","4","37764786"
"","37765389","5","37764772"
"","37765389","6","37764805"
"","37765389","7","37764796"
"","37765389","8","37764794"
"","37765389","9","37764774"
"","37765389","10","37764773"
"","37765389","11","37764784"
"","37765389","12","37764787"
"","37765389","13","37764804"
"","37765389","14","37764792"
"","37765389","15","37764769"
"","37765389","16","37764806"
"","37765389","17","37764803"
"","37765389","18","37764756"
"","37765389","19","37764758"
"","37765389","20","37764775"
"","37765389","21","37764797"
"","37765389","22","37764809"
"","37765389","23","37764789"
"","37765389","24","37764782"
"","37765389","25","37764768"
"","37765389","26","37764781"
"","37765389","27","37764766"
"","37765389","28","37764802"
"","37765389","29","37764780"
"","37765390","0","37765593"
"","37765390","1","37764785"
"","37765390","2","37764771"
"","37765390","3","37764770"
"","37765390","4","37764786"
"","37765390","5","37764772"
"","37765390","6","37764805"
"","37765390","7","37764796"
"","37765390","8","37764794"
"","37765390","9","37764774"
"","37765390","10","37764773"
"","37765390","11","37764784"
"","37765390","12","37764787"
"","37765390","13","37764804"
"","37765390","14","37764792"
"","37765390","15","37764769"
"","37765390","16","37764806"
"","37765390","17","37764803"
"","37765390","18","37764756"
"","37765390","19","37764758"
"","37765390","20","37764775"
"","37765390","21","37764797"
"","37765390","22","37764809"
"","37765390","23","37764789"
"","37765390","24","37764782"
"","37765390","25","37764768"
"","37765390","26","37764781"
"","37765390","27","37764766"
"","37765390","28","37764802"
"","37765390","29","37764780"
"","37765391","0","37765593"
"","37765391","1","37764785"
"","37765391","2","37764771"
"","37765391","3","37764770"
"","37765391","4","37764786"
"","37765391","5","37764772"
"","37765391","6","37764805"
"","37765391","7","37764796"
"","37765391","8","37764794"
"","37765391","9","37764774"
"","37765391","10","37764773"
"","37765391","11","37764784"
"","37765391","12","37764787"
"","37765391","13","37764804"
"","37765391","14","37764792"
"","37765391","15","37764769"
"","37765391","16","37764806"
"","37765391","17","37764803"
"","37765391","18","37764756"
"","37765391","19","37764758"
"","37765391","20","37764775"
"","37765391","21","37764797"
"","37765391","22","37764809"
"","37765391","23","37764789"
"","37765391","24","37764782"
"","37765391","25","37764768"
"","37765391","26","37764781"
"","37765391","27","37764766"
"","37765391","28","37764802"
"","37765391","29","37764780"
"","37765392","0","37765593"
"","37765392","1","37764785"
"","37765392","2","37764771"
"","37765392","3","37764770"
"","37765392","4","37764786"
"","37765392","5","37764772"
"","37765392","6","37764805"
"","37765392","7","37764796"
"","37765392","8","37764794"
"","37765392","9","37764774"
"","37765392","10","37764773"
"","37765392","11","37764784"
"","37765392","12","37764787"
"","37765392","13","37764804"
"","37765392","14","37764792"
"","37765392","15","37764769"
"","37765392","16","37764806"
"","37765392","17","37764803"
"","37765392","18","37764756"
"","37765392","19","37764758"
"","37765392","20","37764775"
"","37765392","21","37764797"
"","37765392","22","37764809"
"","37765392","23","37764789"
"","37765392","24","37764782"
"","37765392","25","37764768"
"","37765392","26","37764781"
"","37765392","27","37764766"
"","37765392","28","37764802"
"","37765392","29","37764780"
"","37765393","0","37765593"
"","37765393","1","37764785"
"","37765393","2","37764771"
"","37765393","3","37764770"
"","37765393","4","37764786"
"","37765393","5","37764772"
"","37765393","6","37764805"
"","37765393","7","37764796"
"","37765393","8","37764794"
"","37765393","9","37764774"
"","37765393","10","37764773"
"","37765393","11","37764784"
"","37765393","12","37764787"
"","37765393","13","37764804"
"","37765393","14","37764792"
"","37765393","15","37764769"
"","37765393","16","37764806"
"","37765393","17","37764803"
"","37765393","18","37764756"
"","37765393","19","37764758"
"","37765393","20","37764775"
"","37765393","21","37764797"
"","37765393","22","37764809"
"","37765393","23","37764789"
"","37765393","24","37764782"
"","37765393","25","37764768"
"","37765393","26","37764781"
"","37765393","27","37764766"
"","37765393","28","37764802"
"","37765393","29","37764780"
"","37765394","0","37765593"
"","37765394","1","37764785"
"","37765394","2","37764771"
"","37765394","3","37764770"
"","37765394","4","37764786"
"","37765394","5","37764772"
"","37765394","6","37764805"
"","37765394","7","37764796"
"","37765394","8","37764794"
"","37765394","9","37764774"
"","37765394","10","37764773"
"","37765394","11","37764784"
"","37765394","12","37764787"
"","37765394","13","37764804"
"","37765394","14","37764792"
"","37765394","15","37764769"
"","37765394","16","37764806"
"","37765394","17","37764803"
"","37765394","18","37764756"
"","37765394","19","37764758"
"","37765394","20","37764775"
"","37765394","21","37764797"
"","37765394","22","37764809"
"","37765394","23","37764789"
"","37765394","24","37764782"
"","37765394","25","37764768"
"","37765394","26","37764781"
"","37765394","27","37764766"
"","37765394","28","37764802"
"","37765394","29","37764780"
"","37765395","0","37765593"
"","37765395","1","37764785"
"","37765395","2","37764771"
"","37765395","3","37764770"
"","37765395","4","37764786"
"","37765395","5","37764772"
"","37765395","6","37764805"
"","37765395","7","37764796"
"","37765395","8","37764794"
"","37765395","9","37764774"
"","37765395","10","37764773"
"","37765395","11","37764784"
"","37765395","12","37764787"
"","37765395","13","37764804"
"","37765395","14","37764792"
"","37765395","15","37764769"
"","37765395","16","37764806"
"","37765395","17","37764803"
"","37765395","18","37764756"
"","37765395","19","37764758"
"","37765395","20","37764775"
"","37765395","21","37764797"
"","37765395","22","37764809"
"","37765395","23","37764789"
"","37765395","24","37764782"
"","37765395","25","37764768"
"","37765395","26","37764781"
"","37765395","27","37764766"
"","37765395","28","37764802"
"","37765395","29","37764780"
"","37765396","0","37765593"
"","37765396","1","37764785"
"","37765396","2","37764771"
"","37765396","3","37764770"
"","37765396","4","37764786"
"","37765396","5","37764772"
"","37765396","6","37764805"
"","37765396","7","37764796"
"","37765396","8","37764794"
"","37765396","9","37764774"
"","37765396","10","37764773"
"","37765396","11","37764784"
"","37765396","12","37764787"
"","37765396","13","37764804"
"","37765396","14","37764792"
"","37765396","15","37764769"
"","37765396","16","37764806"
"","37765396","17","37764803"
"","37765396","18","37764756"
"","37765396","19","37764758"
"","37765396","20","37764775"
"","37765396","21","37764797"
"","37765396","22","37764809"
"","37765396","23","37764789"
"","37765396","24","37764782"
"","37765396","25","37764768"
"","37765396","26","37764781"
"","37765396","27","37764766"
"","37765396","28","37764802"
"","37765396","29","37764780"
"","37765397","0","37765593"
"","37765397","1","37764785"
"","37765397","2","37764771"
"","37765397","3","37764770"
"","37765397","4","37764786"
"","37765397","5","37764772"
"","37765397","6","37764805"
"","37765397","7","37764796"
"","37765397","8","37764794"
"","37765397","9","37764774"
"","37765397","10","37764773"
"","37765397","11","37764784"
"","37765397","12","37764787"
"","37765397","13","37764804"
"","37765397","14","37764792"
"","37765397","15","37764769"
"","37765397","16","37764806"
"","37765397","17","37764803"
"","37765397","18","37764756"
"","37765397","19","37764758"
"","37765397","20","37764775"
"","37765397","21","37764797"
"","37765397","22","37764809"
"","37765397","23","37764789"
"","37765397","24","37764782"
"","37765397","25","37764768"
"","37765397","26","37764781"
"","37765397","27","37764766"
"","37765397","28","37764802"
"","37765397","29","37764780"
"","37765398","0","37765593"
"","37765398","1","37764785"
"","37765398","2","37764771"
"","37765398","3","37764770"
"","37765398","4","37764786"
"","37765398","5","37764772"
"","37765398","6","37764805"
"","37765398","7","37764796"
"","37765398","8","37764794"
"","37765398","9","37764774"
"","37765398","10","37764773"
"","37765398","11","37764784"
"","37765398","12","37764787"
"","37765398","13","37764804"
"","37765398","14","37764792"
"","37765398","15","37764769"
"","37765398","16","37764806"
"","37765398","17","37764803"
"","37765398","18","37764756"
"","37765398","19","37764758"
"","37765398","20","37764775"
"","37765398","21","37764797"
"","37765398","22","37764809"
"","37765398","23","37764789"
"","37765398","24","37764782"
"","37765398","25","37764768"
"","37765398","26","37764781"
"","37765398","27","37764766"
"","37765398","28","37764802"
"","37765398","29","37764780"
"","37765399","0","37765593"
"","37765399","1","37764771"
"","37765399","2","37764785"
"","37765399","3","37764770"
"","37765399","4","37764786"
"","37765399","5","37764772"
"","37765399","6","37764805"
"","37765399","7","37764796"
"","37765399","8","37764794"
"","37765399","9","37764774"
"","37765399","10","37764773"
"","37765399","11","37764784"
"","37765399","12","37764787"
"","37765399","13","37764804"
"","37765399","14","37764792"
"","37765399","15","37764769"
"","37765399","16","37764806"
"","37765399","17","37764803"
"","37765399","18","37764756"
"","37765399","19","37764758"
"","37765399","20","37764775"
"","37765399","21","37764797"
"","37765399","22","37764809"
"","37765399","23","37764789"
"","37765399","24","37764782"
"","37765399","25","37764768"
"","37765399","26","37764781"
"","37765399","27","37764766"
"","37765399","28","37764802"
"","37765399","29","37764780"
"","37765400","0","37765593"
"","37765400","1","37764771"
"","37765400","2","37764785"
"","37765400","3","37764770"
"","37765400","4","37764786"
"","37765400","5","37764772"
"","37765400","6","37764805"
"","37765400","7","37764796"
"","37765400","8","37764794"
"","37765400","9","37764774"
"","37765400","10","37764773"
"","37765400","11","37764784"
"","37765400","12","37764787"
"","37765400","13","37764804"
"","37765400","14","37764792"
"","37765400","15","37764769"
"","37765400","16","37764806"
"","37765400","17","37764803"
"","37765400","18","37764756"
"","37765400","19","37764758"
"","37765400","20","37764775"
"","37765400","21","37764797"
"","37765400","22","37764809"
"","37765400","23","37764789"
"","37765400","24","37764782"
"","37765400","25","37764768"
"","37765400","26","37764781"
"","37765400","27","37764766"
"","37765400","28","37764802"
"","37765400","29","37764780"
"","37765401","0","37765593"
"","37765401","1","37764771"
"","37765401","2","37764785"
"","37765401","3","37764770"
"","37765401","4","37764786"
"","37765401","5","37764772"
"","37765401","6","37764805"
"","37765401","7","37764796"
"","37765401","8","37764794"
"","37765401","9","37764774"
"","37765401","10","37764773"
"","37765401","11","37764784"
"","37765401","12","37764787"
"","37765401","13","37764804"
"","37765401","14","37764792"
"","37765401","15","37764769"
"","37765401","16","37764806"
"","37765401","17","37764803"
"","37765401","18","37764756"
"","37765401","19","37764758"
"","37765401","20","37764775"
"","37765401","21","37764797"
"","37765401","22","37764809"
"","37765401","23","37764789"
"","37765401","24","37764782"
"","37765401","25","37764768"
"","37765401","26","37764781"
"","37765401","27","37764766"
"","37765401","28","37764802"
"","37765401","29","37764780"
"","37765402","0","37765593"
"","37765402","1","37764771"
"","37765402","2","37764785"
"","37765402","3","37764770"
"","37765402","4","37764786"
"","37765402","5","37764772"
"","37765402","6","37764805"
"","37765402","7","37764796"
"","37765402","8","37764794"
"","37765402","9","37764774"
"","37765402","10","37764773"
"","37765402","11","37764784"
"","37765402","12","37764787"
"","37765402","13","37764804"
"","37765402","14","37764792"
"","37765402","15","37764769"
"","37765402","16","37764806"
"","37765402","17","37764803"
"","37765402","18","37764756"
"","37765402","19","37764758"
"","37765402","20","37764775"
"","37765402","21","37764797"
"","37765402","22","37764809"
"","37765402","23","37764789"
"","37765402","24","37764782"
"","37765402","25","37764768"
"","37765402","26","37764781"
"","37765402","27","37764766"
"","37765402","28","37764802"
"","37765402","29","37764780"
"","37765403","0","37765593"
"","37765403","1","37764785"
"","37765403","2","37764771"
"","37765403","3","37764770"
"","37765403","4","37764786"
"","37765403","5","37764772"
"","37765403","6","37764805"
"","37765403","7","37764796"
"","37765403","8","37764794"
"","37765403","9","37764774"
"","37765403","10","37764773"
"","37765403","11","37764784"
"","37765403","12","37764787"
"","37765403","13","37764804"
"","37765403","14","37764792"
"","37765403","15","37764769"
"","37765403","16","37764806"
"","37765403","17","37764803"
"","37765403","18","37764756"
"","37765403","19","37764758"
"","37765403","20","37764775"
"","37765403","21","37764797"
"","37765403","22","37764809"
"","37765403","23","37764789"
"","37765403","24","37764782"
"","37765403","25","37764768"
"","37765403","26","37764781"
"","37765403","27","37764766"
"","37765403","28","37764802"
"","37765403","29","37764780"
"","37765404","0","37765593"
"","37765404","1","37764771"
"","37765404","2","37764785"
"","37765404","3","37764770"
"","37765404","4","37764786"
"","37765404","5","37764772"
"","37765404","6","37764805"
"","37765404","7","37764796"
"","37765404","8","37764794"
"","37765404","9","37764774"
"","37765404","10","37764773"
"","37765404","11","37764784"
"","37765404","12","37764787"
"","37765404","13","37764804"
"","37765404","14","37764792"
"","37765404","15","37764769"
"","37765404","16","37764806"
"","37765404","17","37764803"
"","37765404","18","37764756"
"","37765404","19","37764758"
"","37765404","20","37764775"
"","37765404","21","37764797"
"","37765404","22","37764809"
"","37765404","23","37764789"
"","37765404","24","37764782"
"","37765404","25","37764768"
"","37765404","26","37764781"
"","37765404","27","37764766"
"","37765404","28","37764802"
"","37765404","29","37764780"
"","37765405","0","37765593"
"","37765405","1","37764771"
"","37765405","2","37764785"
"","37765405","3","37764770"
"","37765405","4","37764786"
"","37765405","5","37764772"
"","37765405","6","37764805"
"","37765405","7","37764796"
"","37765405","8","37764794"
"","37765405","9","37764774"
"","37765405","10","37764773"
"","37765405","11","37764784"
"","37765405","12","37764787"
"","37765405","13","37764804"
"","37765405","14","37764792"
"","37765405","15","37764769"
"","37765405","16","37764806"
"","37765405","17","37764803"
"","37765405","18","37764756"
"","37765405","19","37764758"
"","37765405","20","37764775"
"","37765405","21","37764797"
"","37765405","22","37764809"
"","37765405","23","37764789"
"","37765405","24","37764782"
"","37765405","25","37764768"
"","37765405","26","37764781"
"","37765405","27","37764766"
"","37765405","28","37764802"
"","37765405","29","37764780"
"","37765406","0","37765593"
"","37765406","1","37764771"
"","37765406","2","37764785"
"","37765406","3","37764770"
"","37765406","4","37764786"
"","37765406","5","37764772"
"","37765406","6","37764805"
"","37765406","7","37764796"
"","37765406","8","37764794"
"","37765406","9","37764774"
"","37765406","10","37764773"
"","37765406","11","37764784"
"","37765406","12","37764787"
"","37765406","13","37764804"
"","37765406","14","37764792"
"","37765406","15","37764769"
"","37765406","16","37764806"
"","37765406","17","37764803"
"","37765406","18","37764756"
"","37765406","19","37764758"
"","37765406","20","37764775"
"","37765406","21","37764797"
"","37765406","22","37764809"
"","37765406","23","37764789"
"","37765406","24","37764782"
"","37765406","25","37764768"
"","37765406","26","37764781"
"","37765406","27","37764766"
"","37765406","28","37764802"
"","37765406","29","37764780"
"","37765407","0","37765593"
"","37765407","1","37764771"
"","37765407","2","37764785"
"","37765407","3","37764770"
"","37765407","4","37764786"
