name,price,type,url,specifications
Аккумуляторный ударный гайковерт DeWalt DCF880M2-QW,no price,Аккумуляторные гайковёрты,https://www.enkor24.ru/product/87526-akkumulyatornyj-udarnyj-gajkovert-dewalt-dcf880m2-qw,"{'Максимальный крутящий момент': '203\xa0Н⋅м', 'Тип и стандарт патрона': 'наружный четырёхгранник 1/2""', 'Тип аккумулятора': 'li-ion', 'Реверс': 'да', 'Количество аккумуляторов в комплекте': '2', 'Частота вращения шпинделя на холостом ходу': '2300\xa0об/мин', 'Подсветка рабочей зоны': 'да', 'Назначение': 'проф.', 'Тип электродвигателя': 'коллекторный', 'Масса нетто': '1.62\xa0кг', 'Номинальное напряжение питания': '18\xa0В', 'Упаковка': 'кейс', 'Ёмкость аккумулятора': '4\xa0А⋅ч', 'Высота': '240\xa0мм', 'Высота упаковки': '102\xa0мм', 'Гарантийный срок': '3\xa0года', 'Длина': '147\xa0мм', 'Длина упаковки': '400\xa0мм', 'Длительность зарядки аккумулятора примерная': '60\xa0мин', 'Дополнительная гарантия': 'до 3 лет (при регистрации на сайте)', 'Максимальное число ударов': '2700\xa0уд/мин', 'Масса брутто': '4.13\xa0кг', 'Посадка': '1/2""', 'Размер крепежа,М': '16', 'Род тока': 'постоянный', 'Тип компоновки аккумулятора': 'съёмный, слайдер', 'Ширина упаковки': '257\xa0мм'}"
Аккумуляторный гайковерт Makita TW161DWAE,no price,Аккумуляторные гайковёрты,https://www.enkor24.ru/product/107207-akkumulyatornyj-gajkovert-makita-tw161dwae,"{'Максимальный крутящий момент': '165\xa0Н⋅м', 'Тип и стандарт патрона': 'наружный четырёхгранник 1/2""', 'Тип аккумулятора': 'li-ion', 'Реверс': 'да', 'Количество аккумуляторов в комплекте': '2', 'Частота вращения шпинделя на холостом ходу': '2400\xa0об/мин', 'Подсветка рабочей зоны': 'да', 'Назначение': 'проф.', 'Тип электродвигателя': 'вентильный (бесщеточный)', 'Масса нетто': '1.2\xa0кг', 'Номинальное напряжение питания': '12\xa0В', 'Упаковка': 'кейс', 'Ёмкость аккумулятора': '2\xa0А⋅ч', 'Высота': '232\xa0мм', 'Высота упаковки': '110\xa0мм', 'Гарантийный срок': '1\xa0год', 'Длина': '150\xa0мм', 'Длина упаковки': '360\xa0мм', 'Длительность зарядки аккумулятора примерная': '60\xa0мин', 'Максимальное число ударов': '3600\xa0уд/мин', 'Масса брутто': '2.7\xa0кг', 'Посадка': '1/2""', 'Размер крепежа,М': '6;16', 'Род тока': 'постоянный', 'Тип компоновки аккумулятора': 'съёмный, слайдер', 'Ширина упаковки': '290\xa0мм'}"
Аккумуляторный ударный гайковерт  Makita TW100 DZ,no price,Аккумуляторные гайковёрты,https://www.enkor24.ru/product/63758-akkumulyatornyj-udarnyj-gajkovert-makita-tw100-dz,"{'Максимальный крутящий момент': '110\xa0Н⋅м', 'Тип и стандарт патрона': ""шестигранник 3/8'"", 'Тип аккумулятора': 'li-ion', 'Реверс': 'да', 'Количество аккумуляторов в комплекте': '0', 'Частота вращения шпинделя на холостом ходу': '2300\xa0об/мин', 'Подсветка рабочей зоны': 'да', 'Назначение': 'проф.', 'Тип электродвигателя': 'коллекторный', 'Масса нетто': '0.95\xa0кг', 'Номинальное напряжение питания': '10.8\xa0В', 'Упаковка': 'картон', 'Ёмкость аккумулятора': '1.3\xa0А⋅ч', 'Высота': '178\xa0мм', 'Высота упаковки': '63\xa0мм', 'Гарантийный срок': '1\xa0год', 'Длина': '163\xa0мм', 'Длина упаковки': '231\xa0мм', 'Длительность зарядки аккумулятора примерная': '30\xa0мин', 'Максимальное число ударов': '3000\xa0уд/мин', 'Масса брутто': '1\xa0кг', 'Посадка': '3/8""', 'Размер крепежа,М': '12', 'Род тока': 'постоянный', 'Тип компоновки аккумулятора': 'съёмный, вставной', 'Ширина упаковки': '159\xa0мм'}"
Ударный пневмогайковерт PATRIOT PN 312 (830902040) ,3 580,Пневмогайковёрты,https://www.enkor24.ru/product/100320-udarnyj-pnevmogajkovert-patriot-pn-312-830902040,"{'Максимальный крутящий момент': '312\xa0Н⋅м', 'Тип и стандарт патрона': 'наружный четырёхгранник 1/2""', 'Расход воздуха': '140\xa0л/мин', 'Реверс': 'да', 'Частота вращения шпинделя на холостом ходу': '7000\xa0об/мин', 'Назначение': 'проф.', 'Масса нетто': '2.3\xa0кг', 'Упаковка': 'картон', 'Входной разъём для сжатого воздуха': '1/4""', 'Гарантийный срок': '2\xa0года', 'Дополнительная рукоятка': 'нет', 'Максимальное рабочее давление': '6\xa0атм', 'Масса брутто': '2.3\xa0кг', 'Работа с ударом': 'да', 'Размер крепежа,М': '14\xa0мм'}"
Пневматический гайковерт Fubag IW 720 (100192),9 770,Пневмогайковёрты,https://www.enkor24.ru/product/91376-pnevmaticheskij-gajkovert-fubag-iw-720-100192,"{'Максимальный крутящий момент': '720\xa0Н⋅м', 'Тип и стандарт патрона': 'наружный четырёхгранник 1/2""', 'Расход воздуха': '226\xa0л/мин', 'Реверс': 'да', 'Частота вращения шпинделя на холостом ходу': '8000\xa0об/мин', 'Назначение': 'проф.', 'Масса нетто': '2.8\xa0кг', 'Упаковка': 'картон', 'Входной разъём для сжатого воздуха': '1/4""', 'Гарантийный срок': '2\xa0года', 'Длина': '230\xa0мм', 'Дополнительная рукоятка': 'нет', 'Максимальное рабочее давление': '6.3\xa0атм', 'Масса брутто': '2.9\xa0кг', 'Работа с ударом': 'да', 'Размер крепежа,М': '27\xa0мм'}"
"Ударный пневмогайковерт FUBAG IWC 1700 1"" (100260)",30 480,Пневмогайковёрты,https://www.enkor24.ru/product/96484-udarnyj-pnevmogajkovert-fubag-iwc-1700-1-100260,"{'Максимальный крутящий момент': '1650\xa0Н⋅м', 'Тип и стандарт патрона': 'наружный четырёхгранник 1""', 'Расход воздуха': '292\xa0л/мин', 'Реверс': 'да', 'Частота вращения шпинделя на холостом ходу': '4500\xa0об/мин', 'Назначение': 'проф.', 'Масса нетто': '3.9\xa0кг', 'Упаковка': 'картон', 'Входной разъём для сжатого воздуха': '3/8""', 'Гарантийный срок': '2\xa0года', 'Дополнительная рукоятка': 'нет', 'Максимальное рабочее давление': '6.3\xa0атм', 'Масса брутто': '5.1\xa0кг', 'Работа с ударом': 'да', 'Размер крепежа,М': '46\xa0мм'}"
Угловой пневмогайковерт с трещеткой Metabo DRS 95 (601553000),14 699,Пневмогайковёрты,https://www.enkor24.ru/product/86423-uglovoj-pnevmogajkovert-s-treshhetkoj-metabo-drs-95-601553000,"{'Максимальный крутящий момент': '95\xa0Н⋅м', 'Тип и стандарт патрона': 'наружный четырёхгранник 1/2""', 'Расход воздуха': '450\xa0л/мин', 'Реверс': 'да', 'Частота вращения шпинделя на холостом ходу': '160\xa0об/мин', 'Назначение': 'проф.', 'Масса нетто': '1.2\xa0кг', 'Упаковка': 'картон', 'Входной разъём для сжатого воздуха': '1/4""', 'Гарантийный срок': '1\xa0год', 'Длина': '305\xa0мм', 'Дополнительная рукоятка': 'нет', 'Максимальное рабочее давление': '6.2\xa0атм', 'Масса брутто': '1.4\xa0кг', 'Работа с ударом': 'нет', 'Размер крепежа,М': '13\xa0мм'}"
"Ударный пневмогайковерт FUBAG IW720  1/2""  (100192)",7 520,Пневмогайковёрты,https://www.enkor24.ru/product/112243-udarnyj-pnevmogajkovert-fubag-iw720-1-2-100192,"{'Максимальный крутящий момент': '720\xa0Н⋅м', 'Тип и стандарт патрона': 'наружный четырёхгранник 1/2""', 'Расход воздуха': '226\xa0л/мин', 'Реверс': 'да', 'Частота вращения шпинделя на холостом ходу': '8000\xa0об/мин', 'Назначение': 'проф.', 'Масса нетто': '2.8\xa0кг', 'Упаковка': 'картон', 'Входной разъём для сжатого воздуха': '1/4""', 'Гарантийный срок': '2\xa0года', 'Дополнительная рукоятка': 'нет', 'Максимальное рабочее давление': '6.3\xa0атм', 'Масса брутто': '2.9\xa0кг', 'Работа с ударом': 'да', 'Размер крепежа,М': '27\xa0мм'}"
Гайковерт пневматический Sumake ST 5544SH + набор головок (8094970),14 900,Пневмогайковёрты,https://www.enkor24.ru/product/66369-gajkovert-pnevmaticheskij-sumake-st-5544sh-nabor-golovok-8094970,"{'Максимальный крутящий момент': '624\xa0Н⋅м', 'Тип и стандарт патрона': 'наружный четырёхгранник 1/2""', 'Расход воздуха': '480\xa0л/мин', 'Реверс': 'да', 'Частота вращения шпинделя на холостом ходу': '8000\xa0об/мин', 'Назначение': 'проф.', 'Масса нетто': '2.6\xa0кг', 'Входной разъём для сжатого воздуха': '1/4""', 'Гарантийный срок': '1\xa0год', 'Дополнительная рукоятка': 'нет', 'Максимальное рабочее давление': '6.2\xa0атм', 'Масса брутто': '2.9\xa0кг', 'Работа с ударом': 'да', 'Размер крепежа,М': '16\xa0мм'}"
Пневматический гайковерт Fubag PW 312 (100109),4 430,Пневмогайковёрты,https://www.enkor24.ru/product/91375-pnevmaticheskij-gajkovert-fubag-pw-312-100109,"{'Максимальный крутящий момент': '312\xa0Н⋅м', 'Тип и стандарт патрона': 'наружный четырёхгранник 1/2""', 'Расход воздуха': '623\xa0л/мин', 'Реверс': 'да', 'Частота вращения шпинделя на холостом ходу': '7000\xa0об/мин', 'Назначение': 'проф.', 'Масса нетто': '2.1\xa0кг', 'Упаковка': 'картон', 'Входной разъём для сжатого воздуха': '1/4""', 'Гарантийный срок': '2\xa0года', 'Длина': '200\xa0мм', 'Дополнительная рукоятка': 'нет', 'Максимальное рабочее давление': '6.3\xa0атм', 'Масса брутто': '3.7\xa0кг', 'Работа с ударом': 'да', 'Размер крепежа,М': '14\xa0мм'}"
Пневматический гайковерт Metabo DSSW 360 Set (604118500),10 999,Пневмогайковёрты,https://www.enkor24.ru/product/51650-pnevmaticheskij-gajkovert-metabo-dssw-360-set-604118500,"{'Максимальный крутящий момент': '360\xa0Н⋅м', 'Тип и стандарт патрона': 'наружный четырёхгранник 1/2""', 'Расход воздуха': '360\xa0л/мин', 'Реверс': 'да', 'Частота вращения шпинделя на холостом ходу': '7500\xa0об/мин', 'Назначение': 'проф.', 'Масса нетто': '2\xa0кг', 'Упаковка': 'кейс', 'Входной разъём для сжатого воздуха': '1/4""', 'Гарантийный срок': '1\xa0год', 'Длина': '180\xa0мм', 'Дополнительная рукоятка': 'нет', 'Максимальное рабочее давление': '6.2\xa0атм', 'Масса брутто': '4.4\xa0кг', 'Работа с ударом': 'да', 'Размер крепежа,М': '27\xa0мм'}"
Пневматический гайковерт Metabo DRS 68 SET (604119500),10 299,Пневмогайковёрты,https://www.enkor24.ru/product/52683-pnevmaticheskij-gajkovert-metabo-drs-68-set-604119500,"{'Максимальный крутящий момент': '68\xa0Н⋅м', 'Тип и стандарт патрона': 'наружный четырёхгранник 1/2""', 'Расход воздуха': '220\xa0л/мин', 'Реверс': 'да', 'Частота вращения шпинделя на холостом ходу': '175\xa0об/мин', 'Назначение': 'проф.', 'Масса нетто': '1.2\xa0кг', 'Упаковка': 'картон', 'Входной разъём для сжатого воздуха': '1/4""', 'Гарантийный срок': '1\xa0год', 'Дополнительная рукоятка': 'нет', 'Максимальное рабочее давление': '6.2\xa0атм', 'Масса брутто': '2.9\xa0кг', 'Работа с ударом': 'нет', 'Размер крепежа,М': '13\xa0мм'}"
Ударный пневмогайковерт FUBAG IW580 + набор головок (100191),6 930,Пневмогайковёрты,https://www.enkor24.ru/product/76126-udarnyj-pnevmogajkovert-fubag-iw580-nabor-golovok-100191,"{'Максимальный крутящий момент': '576\xa0Н⋅м', 'Тип и стандарт патрона': 'наружный четырёхгранник 1/2""', 'Расход воздуха': '226\xa0л/мин', 'Реверс': 'да', 'Частота вращения шпинделя на холостом ходу': '7000\xa0об/мин', 'Назначение': 'проф.', 'Масса нетто': '2.6\xa0кг', 'Упаковка': 'кейс', 'Входной разъём для сжатого воздуха': '1/4""', 'Гарантийный срок': '2\xa0года', 'Дополнительная рукоятка': 'нет', 'Максимальное рабочее давление': '6.3\xa0атм', 'Масса брутто': '4.5\xa0кг', 'Работа с ударом': 'да'}"
Пневматический гайковёрт Garage GR-IW 315 с набором головок (УТ-00000047),3 950,Пневмогайковёрты,https://www.enkor24.ru/product/86192-pnevmaticheskij-gajkovyort-garage-gr-iw-315-s-naborom-golovok-ut-00000047,"{'Максимальный крутящий момент': '315\xa0Н⋅м', 'Тип и стандарт патрона': 'наружный четырёхгранник 1/2""', 'Расход воздуха': '120\xa0л/мин', 'Реверс': 'да', 'Частота вращения шпинделя на холостом ходу': '7000\xa0об/мин', 'Назначение': 'проф.', 'Масса нетто': '2.1\xa0кг', 'Упаковка': 'кейс', 'Входной разъём для сжатого воздуха': '1/4""', 'Гарантийный срок': '1\xa0год', 'Длина': '250\xa0мм', 'Дополнительная рукоятка': 'нет', 'Максимальное рабочее давление': '6.2\xa0атм', 'Масса брутто': '3.9\xa0кг', 'Работа с ударом': 'да', 'Размер крепежа,М': '18\xa0мм'}"
Пневматический гайковерт Garage GR-IW- 687,6 050,Пневмогайковёрты,https://www.enkor24.ru/product/86194-pnevmaticheskij-gajkovert-garage-gr-iw-687,"{'Максимальный крутящий момент': '670\xa0Н⋅м', 'Тип и стандарт патрона': 'наружный четырёхгранник 1/2""', 'Расход воздуха': '226\xa0л/мин', 'Реверс': 'да', 'Частота вращения шпинделя на холостом ходу': '8000\xa0об/мин', 'Назначение': 'проф.', 'Масса нетто': '2.6\xa0кг', 'Упаковка': 'картон', 'Входной разъём для сжатого воздуха': '1/4""', 'Гарантийный срок': '1\xa0год', 'Длина': '250\xa0мм', 'Дополнительная рукоятка': 'нет', 'Максимальное рабочее давление': '6.8\xa0атм', 'Масса брутто': '2.9\xa0кг', 'Работа с ударом': 'да', 'Размер крепежа,М': '22\xa0мм'}"
Ударный пневмогайковерт PATRIOT PN 610 (830902042) ,6 290,Пневмогайковёрты,https://www.enkor24.ru/product/100321-udarnyj-pnevmogajkovert-patriot-pn-610-830902042,"{'Максимальный крутящий момент': '610\xa0Н⋅м', 'Тип и стандарт патрона': 'наружный четырёхгранник 1/2""', 'Расход воздуха': '140\xa0л/мин', 'Реверс': 'да', 'Частота вращения шпинделя на холостом ходу': '7000\xa0об/мин', 'Назначение': 'проф.', 'Масса нетто': '2.7\xa0кг', 'Упаковка': 'картон', 'Входной разъём для сжатого воздуха': '1/4""', 'Гарантийный срок': '2\xa0года', 'Дополнительная рукоятка': 'нет', 'Максимальное рабочее давление': '6\xa0атм', 'Масса брутто': '2.7\xa0кг', 'Работа с ударом': 'да', 'Размер крепежа,М': '16\xa0мм'}"
"Ударный гайковёрт Remeza R-1200 1/2"" (УТ-00000401)",10 800,Пневмогайковёрты,https://www.enkor24.ru/product/93774-udarnyj-gajkovyort-remeza-r-1200-1-2-ut-00000401,"{'Максимальный крутящий момент': '1200\xa0Н⋅м', 'Тип и стандарт патрона': 'наружный четырёхгранник 1/2""', 'Расход воздуха': '185\xa0л/мин', 'Реверс': 'да', 'Частота вращения шпинделя на холостом ходу': '6800\xa0об/мин', 'Назначение': 'проф.', 'Масса нетто': '2.2\xa0кг', 'Упаковка': 'картон', 'Входной разъём для сжатого воздуха': '1/4""', 'Гарантийный срок': '1\xa0год', 'Длина': '240\xa0мм', 'Дополнительная рукоятка': 'нет', 'Максимальное рабочее давление': '5.9\xa0атм', 'Масса брутто': '2.4\xa0кг', 'Работа с ударом': 'да', 'Размер крепежа,М': '19\xa0мм'}"
Ударный пневмогайковерт Fubag IW580 (100190),5 930,Пневмогайковёрты,https://www.enkor24.ru/product/88237-udarnyj-pnevmogajkovert-fubag-iw580-100190,"{'Максимальный крутящий момент': '576\xa0Н⋅м', 'Тип и стандарт патрона': 'наружный четырёхгранник 1/2""', 'Расход воздуха': '226\xa0л/мин', 'Реверс': 'да', 'Частота вращения шпинделя на холостом ходу': '7000\xa0об/мин', 'Назначение': 'проф.', 'Масса нетто': '2.43\xa0кг', 'Упаковка': 'картон', 'Входной разъём для сжатого воздуха': '1/4""', 'Гарантийный срок': '2\xa0года', 'Длина': '200\xa0мм', 'Дополнительная рукоятка': 'нет', 'Максимальное рабочее давление': '6.3\xa0атм', 'Масса брутто': '2.8\xa0кг', 'Работа с ударом': 'да', 'Размер крепежа,М': '27\xa0мм'}"
Ударный пневмогайковерт Sumake ST 55444,16 200,Пневмогайковёрты,https://www.enkor24.ru/product/55963-udarnyj-pnevmogajkovert-sumake-st-55444,"{'Максимальный крутящий момент': '813\xa0Н⋅м', 'Тип и стандарт патрона': 'наружный четырёхгранник 1/2""', 'Расход воздуха': '266\xa0л/мин', 'Реверс': 'да', 'Частота вращения шпинделя на холостом ходу': '7000\xa0об/мин', 'Назначение': 'проф.', 'Масса нетто': '2.8\xa0кг', 'Упаковка': 'картон', 'Входной разъём для сжатого воздуха': '1/4""', 'Гарантийный срок': '1\xa0год', 'Длина': '146\xa0мм', 'Дополнительная рукоятка': 'нет', 'Максимальное рабочее давление': '6.2\xa0атм', 'Масса брутто': '3\xa0кг', 'Работа с ударом': 'да', 'Размер крепежа,М': '16\xa0мм'}"
Пневмогайковерт FUBAG PWS158/312 (100102) ,5 930,Пневмогайковёрты,https://www.enkor24.ru/product/93925-pnevmogajkovert-fubag-pws158-312-100102,"{'Максимальный крутящий момент': '312\xa0Н⋅м', 'Тип и стандарт патрона': 'наружный четырёхгранник 1/2""', 'Расход воздуха': '158\xa0л/мин', 'Реверс': 'да', 'Частота вращения шпинделя на холостом ходу': '7000\xa0об/мин', 'Назначение': 'проф.', 'Масса нетто': '2.1\xa0кг', 'Упаковка': 'кейс', 'Входной разъём для сжатого воздуха': '1/4""', 'Гарантийный срок': '2\xa0года', 'Длина': '260\xa0мм', 'Дополнительная рукоятка': 'нет', 'Максимальное рабочее давление': '6.3\xa0атм', 'Масса брутто': '4.4\xa0кг', 'Работа с ударом': 'да', 'Размер крепежа,М': '14\xa0мм'}"
"Гайковерт пневматический Fubag IW 900 1/2"" с набором головок (100195)",9 350,Пневмогайковёрты,https://www.enkor24.ru/product/104427-gajkovert-pnevmaticheskij-fubag-iw-900-1-2-s-naborom-golovok-100195,"{'Максимальный крутящий момент': '880\xa0Н⋅м', 'Тип и стандарт патрона': 'наружный четырёхгранник 1/2""', 'Расход воздуха': '350\xa0л/мин', 'Реверс': 'да', 'Частота вращения шпинделя на холостом ходу': '8000\xa0об/мин', 'Назначение': 'проф.', 'Масса нетто': '2.5\xa0кг', 'Упаковка': 'кейс', 'Входной разъём для сжатого воздуха': '1/4""', 'Гарантийный срок': '2\xa0года', 'Дополнительная рукоятка': 'нет', 'Максимальное рабочее давление': '6.3\xa0атм', 'Масса брутто': '4.7\xa0кг', 'Работа с ударом': 'да', 'Размер крепежа,М': '27\xa0мм'}"
Гайковерт пневматический Sumake ST-55885Р (38591),56 650,Пневмогайковёрты,https://www.enkor24.ru/product/104659-gajkovert-pnevmaticheskij-sumake-st-55885r-38591,"{'Максимальный крутящий момент': '2170\xa0Н⋅м', 'Тип и стандарт патрона': 'наружный четырёхгранник 1""', 'Расход воздуха': '566\xa0л/мин', 'Реверс': 'да', 'Назначение': 'проф.', 'Масса нетто': '7.9\xa0кг', 'Упаковка': 'картон', 'Входной разъём для сжатого воздуха': '1/2""', 'Гарантийный срок': '1\xa0год', 'Дополнительная рукоятка': 'в комплекте', 'Максимальное рабочее давление': '6.5\xa0атм', 'Масса брутто': '8.2\xa0кг', 'Работа с ударом': 'да', 'Размер крепежа,М': '45\xa0мм'}"
"Ударный пневмогайковерт FUBAG IWM 2500 1"" (100275)",55 960,Пневмогайковёрты,https://www.enkor24.ru/product/95896-udarnyj-pnevmogajkovert-fubag-iwm-2500-1-100275,"{'Максимальный крутящий момент': '2440\xa0Н⋅м', 'Тип и стандарт патрона': 'наружный четырёхгранник 1""', 'Расход воздуха': '340\xa0л/мин', 'Реверс': 'да', 'Частота вращения шпинделя на холостом ходу': '4000\xa0об/мин', 'Назначение': 'проф.', 'Масса нетто': '11\xa0кг', 'Упаковка': 'картон', 'Входной разъём для сжатого воздуха': '1/2""', 'Гарантийный срок': '2\xa0года', 'Длина': '481\xa0мм', 'Дополнительная рукоятка': 'да', 'Максимальное рабочее давление': '10.9\xa0атм', 'Масса брутто': '12.55\xa0кг', 'Работа с ударом': 'да'}"
Ударный пневмогайковерт Fubag IWC 900 (100194),7 850,Пневмогайковёрты,https://www.enkor24.ru/product/86321-udarnyj-pnevmogajkovert-fubag-iwc-900-100194,"{'Максимальный крутящий момент': '880\xa0Н⋅м', 'Тип и стандарт патрона': 'наружный четырёхгранник 1/2""', 'Расход воздуха': '360\xa0л/мин', 'Реверс': 'да', 'Частота вращения шпинделя на холостом ходу': '7000\xa0об/мин', 'Назначение': 'проф.', 'Масса нетто': '2.59\xa0кг', 'Упаковка': 'картон', 'Входной разъём для сжатого воздуха': '1/4""', 'Гарантийный срок': '2\xa0года', 'Дополнительная рукоятка': 'нет', 'Масса брутто': '2.9\xa0кг', 'Работа с ударом': 'да', 'Размер крепежа,М': '16\xa0мм'}"
Ударный пневмогайковерт Fubag IWC 1600 (100198),21 800,Пневмогайковёрты,https://www.enkor24.ru/product/86322-udarnyj-pnevmogajkovert-fubag-iwc-1600-100198,"{'Максимальный крутящий момент': '1600\xa0Н⋅м', 'Тип и стандарт патрона': 'наружный четырёхгранник 3/4""', 'Расход воздуха': '270\xa0л/мин', 'Реверс': 'да', 'Частота вращения шпинделя на холостом ходу': '4200\xa0об/мин', 'Назначение': 'проф.', 'Масса нетто': '6.8\xa0кг', 'Упаковка': 'картон', 'Входной разъём для сжатого воздуха': '1/4""', 'Гарантийный срок': '2\xa0года', 'Дополнительная рукоятка': 'да', 'Масса брутто': '7.7\xa0кг', 'Работа с ударом': 'да', 'Размер крепежа,М': '19\xa0мм'}"
Пневматический ударный гайковерт с комплектом головок (23 предмета) KING TONY (44118MP08),21 700,Пневмогайковёрты,https://www.enkor24.ru/product/109989-pnevmaticheskij-udarnyj-gajkovert-s-komplektom-golovok-23-predmeta-king-tony-44118mp08,"{'Максимальный крутящий момент': '678\xa0Н⋅м', 'Тип и стандарт патрона': 'наружный четырёхгранник 1/2""', 'Расход воздуха': '113\xa0л/мин', 'Реверс': 'да', 'Частота вращения шпинделя на холостом ходу': '8000\xa0об/мин', 'Назначение': 'проф.', 'Масса нетто': '8\xa0кг', 'Упаковка': 'кейс', 'Входной разъём для сжатого воздуха': '1/4""', 'Гарантийный срок': '1\xa0год', 'Длина': '187\xa0мм', 'Дополнительная рукоятка': 'нет', 'Максимальное рабочее давление': '6.2\xa0атм', 'Масса брутто': '8\xa0кг', 'Работа с ударом': 'да', 'Размер крепежа,М': '27\xa0мм'}"
Пневматический гайковерт Sumake ST 5540 К,9 850,Пневмогайковёрты,https://www.enkor24.ru/product/3989-pnevmaticheskij-gajkovert-sumake-st-5540-k,"{'Максимальный крутящий момент': '311\xa0Н⋅м', 'Тип и стандарт патрона': 'наружный четырёхгранник 1/2""', 'Расход воздуха': '266\xa0л/мин', 'Реверс': 'да', 'Частота вращения шпинделя на холостом ходу': '7000\xa0об/мин', 'Назначение': 'проф.', 'Масса нетто': '2.1\xa0кг', 'Упаковка': 'кейс', 'Входной разъём для сжатого воздуха': '1/2""', 'Гарантийный срок': '1\xa0год', 'Длина': '178\xa0мм', 'Дополнительная рукоятка': 'нет', 'Максимальное рабочее давление': '6.2\xa0атм', 'Масса брутто': '2.3\xa0кг', 'Работа с ударом': 'да', 'Размер крепежа,М': '16\xa0мм'}"
Пневматический гайковерт Sumake ST 5540,6 550,Пневмогайковёрты,https://www.enkor24.ru/product/3990-pnevmaticheskij-gajkovert-sumake-st-5540,"{'Максимальный крутящий момент': '311\xa0Н⋅м', 'Тип и стандарт патрона': 'наружный четырёхгранник 1/2""', 'Расход воздуха': '266\xa0л/мин', 'Реверс': 'да', 'Частота вращения шпинделя на холостом ходу': '7000\xa0об/мин', 'Назначение': 'проф.', 'Масса нетто': '2.1\xa0кг', 'Упаковка': 'картон', 'Входной разъём для сжатого воздуха': '1/2""', 'Гарантийный срок': '1\xa0год', 'Длина': '178\xa0мм', 'Дополнительная рукоятка': 'нет', 'Максимальное рабочее давление': '6.2\xa0атм', 'Масса брутто': '2.3\xa0кг', 'Работа с ударом': 'да', 'Размер крепежа,М': '16\xa0мм'}"
Гайковерт пневматический 1/2 Garage GR-IW- 315 ,2 530,Пневмогайковёрты,https://www.enkor24.ru/product/86193-gajkovert-pnevmaticheskij-1-2-garage-gr-iw-315,"{'Максимальный крутящий момент': '315\xa0Н⋅м', 'Тип и стандарт патрона': 'наружный четырёхгранник 1/2""', 'Расход воздуха': '120\xa0л/мин', 'Реверс': 'да', 'Частота вращения шпинделя на холостом ходу': '7000\xa0об/мин', 'Назначение': 'проф.', 'Масса нетто': '2.1\xa0кг', 'Упаковка': 'картон', 'Входной разъём для сжатого воздуха': '1/4""', 'Гарантийный срок': '1\xa0год', 'Длина': '275\xa0мм', 'Дополнительная рукоятка': 'нет', 'Максимальное рабочее давление': '6.5\xa0атм', 'Масса брутто': '3.9\xa0кг', 'Работа с ударом': 'да', 'Размер крепежа,М': '18\xa0мм'}"
"Ударный пневмогайковерт FUBAG IWM 3/4"" (100235)",20 460,Пневмогайковёрты,https://www.enkor24.ru/product/95912-udarnyj-pnevmogajkovert-fubag-iwm-3-4-100235,"{'Максимальный крутящий момент': '1390\xa0Н⋅м', 'Тип и стандарт патрона': 'наружный четырёхгранник 3/4""', 'Расход воздуха': '262\xa0л/мин', 'Реверс': 'да', 'Частота вращения шпинделя на холостом ходу': '4500\xa0об/мин', 'Назначение': 'проф.', 'Масса нетто': '4.2\xa0кг', 'Упаковка': 'картон', 'Входной разъём для сжатого воздуха': '3/8""', 'Гарантийный срок': '2\xa0года', 'Длина': '218\xa0мм', 'Дополнительная рукоятка': 'нет', 'Максимальное рабочее давление': '6.1\xa0атм', 'Масса брутто': '4.7\xa0кг', 'Работа с ударом': 'да'}"
Гайковерт пневматический Patriot PN1000 (830902044),6 850,Пневмогайковёрты,https://www.enkor24.ru/product/105460-gajkovert-pnevmaticheskij-patriot-pn1000-830902044,"{'Максимальный крутящий момент': '900\xa0Н⋅м', 'Тип и стандарт патрона': 'наружный четырёхгранник 1/2""', 'Расход воздуха': '204\xa0л/мин', 'Реверс': 'да', 'Частота вращения шпинделя на холостом ходу': '8000\xa0об/мин', 'Назначение': 'проф.', 'Масса нетто': '2.1\xa0кг', 'Упаковка': 'картон', 'Входной разъём для сжатого воздуха': '1/4""', 'Гарантийный срок': '2\xa0года', 'Длина': '210\xa0мм', 'Дополнительная рукоятка': 'нет', 'Максимальное рабочее давление': '6\xa0атм', 'Масса брутто': '2.1\xa0кг', 'Работа с ударом': 'да', 'Размер крепежа,М': '16\xa0мм'}"
Ударный пневматический гайковерт Kawasaki KPT-1460,no price,Пневмогайковёрты,https://www.enkor24.ru/product/44950-udarnyj-pnevmaticheskij-gajkovert-kawasaki-kpt-1460,"{'Максимальный крутящий момент': '800\xa0Н⋅м', 'Тип и стандарт патрона': 'наружный четырёхгранник 3/4""', 'Расход воздуха': '960\xa0л/мин', 'Реверс': 'да', 'Частота вращения шпинделя на холостом ходу': '5300\xa0об/мин', 'Масса нетто': '5.4\xa0кг', 'Упаковка': 'картон', 'Входной разъём для сжатого воздуха': '1/4""', 'Гарантийный срок': '1\xa0год', 'Длина': '280\xa0мм', 'Дополнительная рукоятка': 'нет', 'Максимальное рабочее давление': '6.2\xa0атм', 'Масса брутто': '5.6\xa0кг', 'Работа с ударом': 'да', 'Размер крепежа,М': '25\xa0мм'}"
